Year,County,Hospital,Surgery,Cases
2017,Kings,Adventist Medical Center,Colon,0
2017,Kings,Adventist Medical Center,Esophagus,0
2017,Kings,Adventist Medical Center,Lung,0
2017,Kings,Adventist Medical Center,Prostate,0
2017,Kings,Adventist Medical Center,Rectum,0
2017,Kings,Adventist Medical Center,Stomach,0
2017,Lake,Saint Helena Hospital - Clearlake,Breast,0
2017,Lake,Saint Helena Hospital - Clearlake,Colon,0
2017,Lake,Sutter Lakeside Hospital,Colon,0
2017,Lake,Sutter Lakeside Hospital,Lung,0
2017,Lake,Sutter Lakeside Hospital,Rectum,0
2017,Los Angeles,Alhambra Hospital Medical Center,Breast,0
2017,Los Angeles,Alhambra Hospital Medical Center,Colon,0
2017,Los Angeles,Alhambra Hospital Medical Center,Liver,0
2017,Los Angeles,Alhambra Hospital Medical Center,Lung,0
2017,Los Angeles,Alhambra Hospital Medical Center,Prostate,0
2017,Los Angeles,Alhambra Hospital Medical Center,Rectum,0
2017,Los Angeles,Alhambra Hospital Medical Center,Stomach,0
2017,Los Angeles,Antelope Valley Hospital,Brain,0
2017,Los Angeles,Antelope Valley Hospital,Breast,0
2017,Los Angeles,Antelope Valley Hospital,Colon,0
2017,Los Angeles,Antelope Valley Hospital,Liver,0
2017,Los Angeles,Antelope Valley Hospital,Lung,0
2017,Los Angeles,Antelope Valley Hospital,Pancreas,0
2017,Los Angeles,Antelope Valley Hospital,Prostate,0
2017,Los Angeles,Antelope Valley Hospital,Rectum,0
2017,Los Angeles,Antelope Valley Hospital,Stomach,0
2017,Los Angeles,Beverly Hospital,Bladder,0
2017,Los Angeles,Beverly Hospital,Breast,0
2017,Los Angeles,Beverly Hospital,Colon,0
2017,Los Angeles,Beverly Hospital,Lung,0
2017,Los Angeles,Beverly Hospital,Prostate,0
2017,Los Angeles,Beverly Hospital,Rectum,0
2017,Los Angeles,Beverly Hospital,Stomach,0
2017,Los Angeles,California Hospital Medical Center - Los Angeles,Bladder,0
2017,Los Angeles,California Hospital Medical Center - Los Angeles,Brain,0
2017,Los Angeles,California Hospital Medical Center - Los Angeles,Breast,0
2017,Los Angeles,California Hospital Medical Center - Los Angeles,Colon,0
2017,Los Angeles,California Hospital Medical Center - Los Angeles,Esophagus,0
2017,Los Angeles,California Hospital Medical Center - Los Angeles,Liver,0
2017,Los Angeles,California Hospital Medical Center - Los Angeles,Lung,0
2017,Los Angeles,California Hospital Medical Center - Los Angeles,Pancreas,0
2017,Los Angeles,California Hospital Medical Center - Los Angeles,Prostate,0
2017,Los Angeles,California Hospital Medical Center - Los Angeles,Rectum,0
2017,Los Angeles,California Hospital Medical Center - Los Angeles,Stomach,0
2017,Los Angeles,Casa Colina Hospital,Brain,0
2017,Los Angeles,Casa Colina Hospital,Breast,0
2017,Los Angeles,Casa Colina Hospital,Colon,0
2017,Los Angeles,Casa Colina Hospital,Prostate,0
2017,Los Angeles,Casa Colina Hospital,Rectum,0
2017,Los Angeles,Cedars Sinai Medical Center,Bladder,0
2017,Los Angeles,Cedars Sinai Medical Center,Brain,0
2017,Los Angeles,Cedars Sinai Medical Center,Breast,0
2017,Los Angeles,Cedars Sinai Medical Center,Colon,0
2017,Los Angeles,Cedars Sinai Medical Center,Esophagus,0
2017,Los Angeles,Cedars Sinai Medical Center,Liver,0
2017,Los Angeles,Cedars Sinai Medical Center,Lung,0
2017,Los Angeles,Cedars Sinai Medical Center,Pancreas,0
2017,Los Angeles,Cedars Sinai Medical Center,Prostate,0
2017,Los Angeles,Cedars Sinai Medical Center,Rectum,0
2017,Los Angeles,Cedars Sinai Medical Center,Stomach,0
2017,Los Angeles,Centinela Hospital Medical Center,Brain,0
2017,Los Angeles,Centinela Hospital Medical Center,Breast,0
2017,Los Angeles,Centinela Hospital Medical Center,Colon,0
2017,Los Angeles,Centinela Hospital Medical Center,Liver,0
2017,Los Angeles,Centinela Hospital Medical Center,Lung,0
2017,Los Angeles,Centinela Hospital Medical Center,Rectum,0
2017,Los Angeles,Centinela Hospital Medical Center,Stomach,0
2017,Los Angeles,Citrus Valley Medical Center - Inter Community Campus,Brain,0
2017,Los Angeles,Citrus Valley Medical Center - Inter Community Campus,Breast,0
2017,Los Angeles,Citrus Valley Medical Center - Inter Community Campus,Colon,0
2017,Los Angeles,Citrus Valley Medical Center - Inter Community Campus,Lung,0
2017,Los Angeles,Citrus Valley Medical Center - Inter Community Campus,Pancreas,0
2017,Los Angeles,Citrus Valley Medical Center - Inter Community Campus,Prostate,0
2017,Los Angeles,Citrus Valley Medical Center - Inter Community Campus,Rectum,0
2017,Los Angeles,Citrus Valley Medical Center - Inter Community Campus,Stomach,0
2017,Los Angeles,Citrus Valley Medical Center - Queen of the Valley Campus,Bladder,0
2017,Los Angeles,Citrus Valley Medical Center - Queen of the Valley Campus,Brain,0
2017,Los Angeles,Citrus Valley Medical Center - Queen of the Valley Campus,Breast,0
2017,Los Angeles,Citrus Valley Medical Center - Queen of the Valley Campus,Colon,0
2017,Los Angeles,Citrus Valley Medical Center - Queen of the Valley Campus,Liver,0
2017,Los Angeles,Citrus Valley Medical Center - Queen of the Valley Campus,Lung,0
2017,Los Angeles,Citrus Valley Medical Center - Queen of the Valley Campus,Pancreas,0
2017,Los Angeles,Citrus Valley Medical Center - Queen of the Valley Campus,Prostate,0
2017,Los Angeles,Citrus Valley Medical Center - Queen of the Valley Campus,Rectum,0
2017,Los Angeles,Citrus Valley Medical Center - Queen of the Valley Campus,Stomach,0
2017,Los Angeles,City of Hope Helford Clinical Research Hospital,Bladder,0
2017,Los Angeles,City of Hope Helford Clinical Research Hospital,Brain,0
2017,Los Angeles,City of Hope Helford Clinical Research Hospital,Breast,0
2017,Los Angeles,City of Hope Helford Clinical Research Hospital,Colon,0
2017,Los Angeles,City of Hope Helford Clinical Research Hospital,Esophagus,0
2017,Los Angeles,City of Hope Helford Clinical Research Hospital,Liver,0
2017,Los Angeles,City of Hope Helford Clinical Research Hospital,Lung,0
2017,Los Angeles,City of Hope Helford Clinical Research Hospital,Pancreas,0
2017,Los Angeles,City of Hope Helford Clinical Research Hospital,Prostate,0
2017,Los Angeles,City of Hope Helford Clinical Research Hospital,Rectum,0
2017,Los Angeles,City of Hope Helford Clinical Research Hospital,Stomach,0
2017,Los Angeles,Coast Plaza Hospital,Breast,0
2017,Los Angeles,Coast Plaza Hospital,Colon,0
2017,Los Angeles,Coast Plaza Hospital,Rectum,0
2017,Los Angeles,College Medical Center,Bladder,0
2017,Los Angeles,College Medical Center,Colon,0
2017,Los Angeles,College Medical Center,Prostate,0
2017,Los Angeles,College Medical Center,Rectum,0
2017,Los Angeles,Community and Mission Hospital of Huntington Park - Slauson,Breast,0
2017,Los Angeles,Community and Mission Hospital of Huntington Park - Slauson,Colon,0
2017,Los Angeles,Community and Mission Hospital of Huntington Park - Slauson,Rectum,0
2017,Los Angeles,Community Hospital Long Beach,Breast,0
2017,Los Angeles,Community Hospital Long Beach,Colon,0
2017,Los Angeles,Community Hospital Long Beach,Liver,0
2017,Los Angeles,Community Hospital Long Beach,Rectum,0
2017,Los Angeles,East Los Angeles Doctors Hospital,Colon,0
2017,Los Angeles,East Los Angeles Doctors Hospital,Rectum,0
2017,Los Angeles,Encino Hospital Medical Center,Breast,0
2017,Los Angeles,Encino Hospital Medical Center,Stomach,0
2017,Los Angeles,Foothill Presbyterian Hospital - Johnston Memorial,Bladder,0
2017,Los Angeles,Foothill Presbyterian Hospital - Johnston Memorial,Brain,0
2017,Los Angeles,Foothill Presbyterian Hospital - Johnston Memorial,Breast,0
2017,Los Angeles,Foothill Presbyterian Hospital - Johnston Memorial,Colon,0
2017,Los Angeles,Foothill Presbyterian Hospital - Johnston Memorial,Liver,0
2017,Los Angeles,Foothill Presbyterian Hospital - Johnston Memorial,Lung,0
2017,Los Angeles,Foothill Presbyterian Hospital - Johnston Memorial,Prostate,0
2017,Los Angeles,Foothill Presbyterian Hospital - Johnston Memorial,Rectum,0
2017,Los Angeles,Garfield Medical Center,Brain,0
2017,Los Angeles,Garfield Medical Center,Breast,0
2017,Los Angeles,Garfield Medical Center,Colon,0
2017,Los Angeles,Garfield Medical Center,Esophagus,0
2017,Los Angeles,Garfield Medical Center,Liver,0
2017,Los Angeles,Garfield Medical Center,Lung,0
2017,Los Angeles,Garfield Medical Center,Pancreas,0
2017,Los Angeles,Garfield Medical Center,Prostate,0
2017,Los Angeles,Garfield Medical Center,Rectum,0
2017,Los Angeles,Garfield Medical Center,Stomach,0
2017,Los Angeles,Glendale Adventist Medical Center,Bladder,0
2017,Los Angeles,Glendale Adventist Medical Center,Brain,0
2017,Los Angeles,Glendale Adventist Medical Center,Breast,0
2017,Los Angeles,Glendale Adventist Medical Center,Colon,0
2017,Los Angeles,Glendale Adventist Medical Center,Esophagus,0
2017,Los Angeles,Glendale Adventist Medical Center,Liver,0
2017,Los Angeles,Glendale Adventist Medical Center,Lung,0
2017,Los Angeles,Glendale Adventist Medical Center,Pancreas,0
2017,Los Angeles,Glendale Adventist Medical Center,Prostate,0
2017,Los Angeles,Glendale Adventist Medical Center,Rectum,0
2017,Los Angeles,Glendale Adventist Medical Center,Stomach,0
2017,Los Angeles,Glendale Memorial Hospital and Medical Center,Bladder,0
2017,Los Angeles,Glendale Memorial Hospital and Medical Center,Brain,0
2017,Los Angeles,Glendale Memorial Hospital and Medical Center,Breast,0
2017,Los Angeles,Glendale Memorial Hospital and Medical Center,Colon,0
2017,Los Angeles,Glendale Memorial Hospital and Medical Center,Lung,0
2017,Los Angeles,Glendale Memorial Hospital and Medical Center,Prostate,0
2017,Los Angeles,Glendale Memorial Hospital and Medical Center,Rectum,0
2017,Los Angeles,Glendale Memorial Hospital and Medical Center,Stomach,0
2017,Los Angeles,Glendora Community Hospital,Breast,0
2017,Los Angeles,Glendora Community Hospital,Colon,0
2017,Los Angeles,Glendora Community Hospital,Stomach,0
2017,Los Angeles,Good Samaritan Hospital - Los Angeles,Brain,0
2017,Los Angeles,Good Samaritan Hospital - Los Angeles,Breast,0
2017,Los Angeles,Good Samaritan Hospital - Los Angeles,Colon,0
2017,Los Angeles,Good Samaritan Hospital - Los Angeles,Liver,0
2017,Los Angeles,Good Samaritan Hospital - Los Angeles,Lung,0
2017,Los Angeles,Good Samaritan Hospital - Los Angeles,Pancreas,0
2017,Los Angeles,Good Samaritan Hospital - Los Angeles,Prostate,0
2017,Los Angeles,Good Samaritan Hospital - Los Angeles,Rectum,0
2017,Los Angeles,Good Samaritan Hospital - Los Angeles,Stomach,0
2017,Los Angeles,Greater El Monte Community Hospital,Breast,0
2017,Los Angeles,Greater El Monte Community Hospital,Colon,0
2017,Los Angeles,Greater El Monte Community Hospital,Prostate,0
2017,Los Angeles,Henry Mayo Newhall Hospital,Bladder,0
2017,Los Angeles,Henry Mayo Newhall Hospital,Brain,0
2017,Los Angeles,Henry Mayo Newhall Hospital,Breast,0
2017,Los Angeles,Henry Mayo Newhall Hospital,Colon,0
2017,Los Angeles,Henry Mayo Newhall Hospital,Esophagus,0
2017,Los Angeles,Henry Mayo Newhall Hospital,Liver,0
2017,Los Angeles,Henry Mayo Newhall Hospital,Lung,0
2017,Los Angeles,Henry Mayo Newhall Hospital,Prostate,0
2017,Los Angeles,Henry Mayo Newhall Hospital,Rectum,0
2017,Los Angeles,Henry Mayo Newhall Hospital,Stomach,0
2017,Los Angeles,Hollywood Presbyterian Medical Center,Brain,0
2017,Los Angeles,Hollywood Presbyterian Medical Center,Breast,0
2017,Los Angeles,Hollywood Presbyterian Medical Center,Colon,0
2017,Los Angeles,Hollywood Presbyterian Medical Center,Liver,0
2017,Los Angeles,Hollywood Presbyterian Medical Center,Lung,0
2017,Los Angeles,Hollywood Presbyterian Medical Center,Pancreas,0
2017,Los Angeles,Hollywood Presbyterian Medical Center,Prostate,0
2017,Los Angeles,Hollywood Presbyterian Medical Center,Rectum,0
2017,Los Angeles,Hollywood Presbyterian Medical Center,Stomach,0
2017,Los Angeles,Huntington Memorial Hospital,Bladder,0
2017,Los Angeles,Huntington Memorial Hospital,Brain,0
2017,Los Angeles,Huntington Memorial Hospital,Breast,0
2017,Los Angeles,Huntington Memorial Hospital,Colon,0
2017,Los Angeles,Huntington Memorial Hospital,Esophagus,0
2017,Los Angeles,Huntington Memorial Hospital,Liver,0
2017,Los Angeles,Huntington Memorial Hospital,Lung,0
2017,Los Angeles,Huntington Memorial Hospital,Pancreas,0
2017,Los Angeles,Huntington Memorial Hospital,Prostate,0
2017,Los Angeles,Huntington Memorial Hospital,Rectum,0
2017,Los Angeles,Huntington Memorial Hospital,Stomach,0
2017,Los Angeles,Kaiser Foundation Hospital - Baldwin Park,Bladder,0
2017,Los Angeles,Kaiser Foundation Hospital - Baldwin Park,Breast,0
2017,Los Angeles,Kaiser Foundation Hospital - Baldwin Park,Colon,0
2017,Los Angeles,Kaiser Foundation Hospital - Baldwin Park,Liver,0
2017,Los Angeles,Kaiser Foundation Hospital - Baldwin Park,Pancreas,0
2017,Los Angeles,Kaiser Foundation Hospital - Baldwin Park,Prostate,0
2017,Los Angeles,Kaiser Foundation Hospital - Baldwin Park,Rectum,0
2017,Los Angeles,Kaiser Foundation Hospital - Baldwin Park,Stomach,0
2017,Los Angeles,Kaiser Foundation Hospital - Downey,Bladder,0
2017,Los Angeles,Kaiser Foundation Hospital - Downey,Breast,0
2017,Los Angeles,Kaiser Foundation Hospital - Downey,Colon,0
2017,Los Angeles,Kaiser Foundation Hospital - Downey,Esophagus,0
2017,Los Angeles,Kaiser Foundation Hospital - Downey,Lung,0
2017,Los Angeles,Kaiser Foundation Hospital - Downey,Pancreas,0
2017,Los Angeles,Kaiser Foundation Hospital - Downey,Prostate,0
2017,Los Angeles,Kaiser Foundation Hospital - Downey,Rectum,0
2017,Los Angeles,Kaiser Foundation Hospital - Downey,Stomach,0
2017,Los Angeles,Kaiser Foundation Hospital - Panorama City,Breast,0
2017,Los Angeles,Kaiser Foundation Hospital - Panorama City,Colon,0
2017,Los Angeles,Kaiser Foundation Hospital - Panorama City,Esophagus,0
2017,Los Angeles,Kaiser Foundation Hospital - Panorama City,Liver,0
2017,Los Angeles,Kaiser Foundation Hospital - Panorama City,Lung,0
2017,Los Angeles,Kaiser Foundation Hospital - Panorama City,Pancreas,0
2017,Los Angeles,Kaiser Foundation Hospital - Panorama City,Prostate,0
2017,Los Angeles,Kaiser Foundation Hospital - Panorama City,Rectum,0
2017,Los Angeles,Kaiser Foundation Hospital - Panorama City,Stomach,0
2017,Los Angeles,Kaiser Foundation Hospital - South Bay,Bladder,0
2017,Los Angeles,Kaiser Foundation Hospital - South Bay,Breast,0
2017,Los Angeles,Kaiser Foundation Hospital - South Bay,Colon,0
2017,Los Angeles,Kaiser Foundation Hospital - South Bay,Esophagus,0
2017,Los Angeles,Kaiser Foundation Hospital - South Bay,Liver,0
2017,Los Angeles,Kaiser Foundation Hospital - South Bay,Pancreas,0
2017,Los Angeles,Kaiser Foundation Hospital - South Bay,Prostate,0
2017,Los Angeles,Kaiser Foundation Hospital - South Bay,Rectum,0
2017,Los Angeles,Kaiser Foundation Hospital - South Bay,Stomach,0
2017,Los Angeles,Kaiser Foundation Hospital - Sunset,Bladder,0
2017,Los Angeles,Kaiser Foundation Hospital - Sunset,Brain,0
2017,Los Angeles,Kaiser Foundation Hospital - Sunset,Breast,0
2017,Los Angeles,Kaiser Foundation Hospital - Sunset,Colon,0
2017,Los Angeles,Kaiser Foundation Hospital - Sunset,Esophagus,0
2017,Los Angeles,Kaiser Foundation Hospital - Sunset,Liver,0
2017,Los Angeles,Kaiser Foundation Hospital - Sunset,Lung,0
2017,Los Angeles,Kaiser Foundation Hospital - Sunset,Pancreas,0
2017,Los Angeles,Kaiser Foundation Hospital - Sunset,Prostate,0
2017,Los Angeles,Kaiser Foundation Hospital - Sunset,Rectum,0
2017,Los Angeles,Kaiser Foundation Hospital - Sunset,Stomach,0
2017,Los Angeles,Kaiser Foundation Hospital - West Los Angeles,Bladder,0
2017,Los Angeles,Kaiser Foundation Hospital - West Los Angeles,Breast,0
2017,Los Angeles,Kaiser Foundation Hospital - West Los Angeles,Colon,0
2017,Los Angeles,Kaiser Foundation Hospital - West Los Angeles,Esophagus,0
2017,Los Angeles,Kaiser Foundation Hospital - West Los Angeles,Liver,0
2017,Los Angeles,Kaiser Foundation Hospital - West Los Angeles,Lung,0
2017,Los Angeles,Kaiser Foundation Hospital - West Los Angeles,Pancreas,0
2017,Los Angeles,Kaiser Foundation Hospital - West Los Angeles,Prostate,0
2017,Los Angeles,Kaiser Foundation Hospital - West Los Angeles,Rectum,0
2017,Los Angeles,Kaiser Foundation Hospital - West Los Angeles,Stomach,0
2017,Los Angeles,Kaiser Foundation Hospital - Woodland Hills,Bladder,0
2017,Los Angeles,Kaiser Foundation Hospital - Woodland Hills,Breast,0
2017,Los Angeles,Kaiser Foundation Hospital - Woodland Hills,Colon,0
2017,Los Angeles,Kaiser Foundation Hospital - Woodland Hills,Liver,0
2017,Los Angeles,Kaiser Foundation Hospital - Woodland Hills,Prostate,0
2017,Los Angeles,Kaiser Foundation Hospital - Woodland Hills,Rectum,0
2017,Los Angeles,Kaiser Foundation Hospital - Woodland Hills,Stomach,0
2017,Los Angeles,Keck Hospital of University of Southern California,Bladder,0
2017,Los Angeles,Keck Hospital of University of Southern California,Brain,0
2017,Los Angeles,Keck Hospital of University of Southern California,Breast,0
2017,Los Angeles,Keck Hospital of University of Southern California,Colon,0
2017,Los Angeles,Keck Hospital of University of Southern California,Esophagus,0
2017,Los Angeles,Keck Hospital of University of Southern California,Liver,0
2017,Los Angeles,Keck Hospital of University of Southern California,Lung,0
2017,Los Angeles,Keck Hospital of University of Southern California,Pancreas,0
2017,Los Angeles,Keck Hospital of University of Southern California,Prostate,0
2017,Los Angeles,Keck Hospital of University of Southern California,Rectum,0
2017,Los Angeles,Keck Hospital of University of Southern California,Stomach,0
2017,Los Angeles,Lakewood Regional Medical Center,Brain,0
2017,Los Angeles,Lakewood Regional Medical Center,Breast,0
2017,Los Angeles,Lakewood Regional Medical Center,Colon,0
2017,Los Angeles,Lakewood Regional Medical Center,Esophagus,0
2017,Los Angeles,Lakewood Regional Medical Center,Liver,0
2017,Los Angeles,Lakewood Regional Medical Center,Lung,0
2017,Los Angeles,Lakewood Regional Medical Center,Pancreas,0
2017,Los Angeles,Lakewood Regional Medical Center,Prostate,0
2017,Los Angeles,Lakewood Regional Medical Center,Rectum,0
2017,Los Angeles,Lakewood Regional Medical Center,Stomach,0
2017,Los Angeles,Long Beach Memorial Medical Center,Brain,0
2017,Los Angeles,Long Beach Memorial Medical Center,Breast,0
2017,Los Angeles,Long Beach Memorial Medical Center,Colon,0
2017,Los Angeles,Long Beach Memorial Medical Center,Esophagus,0
2017,Los Angeles,Long Beach Memorial Medical Center,Liver,0
2017,Los Angeles,Long Beach Memorial Medical Center,Lung,0
2017,Los Angeles,Long Beach Memorial Medical Center,Prostate,0
2017,Los Angeles,Long Beach Memorial Medical Center,Rectum,0
2017,Los Angeles,Long Beach Memorial Medical Center,Stomach,0
2017,Los Angeles,Los Angeles Community Hospital,Breast,0
2017,Los Angeles,Los Angeles Community Hospital,Colon,0
2017,Los Angeles,Los Angeles Community Hospital,Prostate,0
2017,Los Angeles,Los Angeles Community Hospital,Rectum,0
2017,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,Brain,0
2017,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,Breast,0
2017,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,Colon,0
2017,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,Liver,0
2017,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,Lung,0
2017,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,Pancreas,0
2017,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,Prostate,0
2017,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,Rectum,0
2017,Los Angeles,Los Angeles County/Harbor - UCLA Medical Center,Stomach,0
2017,Los Angeles,Los Angeles County/Olive View - UCLA Medical Center,Bladder,0
2017,Los Angeles,Los Angeles County/Olive View - UCLA Medical Center,Breast,0
2017,Los Angeles,Los Angeles County/Olive View - UCLA Medical Center,Colon,0
2017,Los Angeles,Los Angeles County/Olive View - UCLA Medical Center,Esophagus,0
2017,Los Angeles,Los Angeles County/Olive View - UCLA Medical Center,Liver,0
2017,Los Angeles,Los Angeles County/Olive View - UCLA Medical Center,Lung,0
2017,Los Angeles,Los Angeles County/Olive View - UCLA Medical Center,Pancreas,0
2017,Los Angeles,Los Angeles County/Olive View - UCLA Medical Center,Prostate,0
2017,Los Angeles,Los Angeles County/Olive View - UCLA Medical Center,Rectum,0
2017,Los Angeles,Los Angeles County/Olive View - UCLA Medical Center,Stomach,0
2017,Los Angeles,Los Angeles County/University of Southern California Medical Center,Bladder,0
2017,Los Angeles,Los Angeles County/University of Southern California Medical Center,Brain,0
2017,Los Angeles,Los Angeles County/University of Southern California Medical Center,Breast,0
2017,Los Angeles,Los Angeles County/University of Southern California Medical Center,Colon,0
2017,Los Angeles,Los Angeles County/University of Southern California Medical Center,Esophagus,0
2017,Los Angeles,Los Angeles County/University of Southern California Medical Center,Liver,0
2017,Los Angeles,Los Angeles County/University of Southern California Medical Center,Lung,0
2017,Los Angeles,Los Angeles County/University of Southern California Medical Center,Pancreas,0
2017,Los Angeles,Los Angeles County/University of Southern California Medical Center,Prostate,0
2017,Los Angeles,Los Angeles County/University of Southern California Medical Center,Rectum,0
2017,Los Angeles,Los Angeles County/University of Southern California Medical Center,Stomach,0
2017,Los Angeles,Marina Del Rey Hospital,Breast,0
2017,Los Angeles,Marina Del Rey Hospital,Colon,0
2017,Los Angeles,Marina Del Rey Hospital,Lung,0
2017,Los Angeles,Marina Del Rey Hospital,Rectum,0
2017,Los Angeles,Memorial Hospital of Gardena,Bladder,0
2017,Los Angeles,Memorial Hospital of Gardena,Breast,0
2017,Los Angeles,Memorial Hospital of Gardena,Colon,0
2017,Los Angeles,Methodist Hospital of Southern California,Bladder,0
2017,Los Angeles,Methodist Hospital of Southern California,Brain,0
2017,Los Angeles,Methodist Hospital of Southern California,Breast,0
2017,Los Angeles,Methodist Hospital of Southern California,Colon,0
2017,Los Angeles,Methodist Hospital of Southern California,Esophagus,0
2017,Los Angeles,Methodist Hospital of Southern California,Liver,0
2017,Los Angeles,Methodist Hospital of Southern California,Lung,0
2017,Los Angeles,Methodist Hospital of Southern California,Pancreas,0
2017,Los Angeles,Methodist Hospital of Southern California,Rectum,0
2017,Los Angeles,Methodist Hospital of Southern California,Stomach,0
2017,Los Angeles,Mission Community Hospital - Panorama Campus,Breast,0
2017,Los Angeles,Mission Community Hospital - Panorama Campus,Colon,0
2017,Los Angeles,Mission Community Hospital - Panorama Campus,Prostate,0
2017,Los Angeles,Monterey Park Hospital,Breast,0
2017,Los Angeles,Monterey Park Hospital,Colon,0
2017,Los Angeles,Monterey Park Hospital,Liver,0
2017,Los Angeles,Monterey Park Hospital,Lung,0
2017,Los Angeles,Monterey Park Hospital,Rectum,0
2017,Los Angeles,Monterey Park Hospital,Stomach,0
2017,Los Angeles,Northridge Hospital Medical Center,Brain,0
2017,Los Angeles,Northridge Hospital Medical Center,Breast,0
2017,Los Angeles,Northridge Hospital Medical Center,Colon,0
2017,Los Angeles,Northridge Hospital Medical Center,Liver,0
2017,Los Angeles,Northridge Hospital Medical Center,Lung,0
2017,Los Angeles,Northridge Hospital Medical Center,Pancreas,0
2017,Los Angeles,Northridge Hospital Medical Center,Rectum,0
2017,Los Angeles,Northridge Hospital Medical Center,Stomach,0
2017,Los Angeles,Norwalk Community Hospital,Breast,0
2017,Los Angeles,Norwalk Community Hospital,Liver,0
2017,Los Angeles,Norwalk Community Hospital,Lung,0
2017,Los Angeles,Norwalk Community Hospital,Prostate,0
2017,Los Angeles,Norwalk Community Hospital,Rectum,0
2017,Los Angeles,Norwalk Community Hospital,Stomach,0
2017,Los Angeles,Olympia Medical Center,Bladder,0
2017,Los Angeles,Olympia Medical Center,Breast,0
2017,Los Angeles,Olympia Medical Center,Colon,0
2017,Los Angeles,Olympia Medical Center,Lung,0
2017,Los Angeles,Olympia Medical Center,Prostate,0
2017,Los Angeles,Olympia Medical Center,Rectum,0
2017,Los Angeles,Olympia Medical Center,Stomach,0
2017,Los Angeles,Pacific Alliance Medical Center,Breast,0
2017,Los Angeles,Pacific Alliance Medical Center,Colon,0
2017,Los Angeles,Pacific Alliance Medical Center,Liver,0
2017,Los Angeles,Pacific Alliance Medical Center,Stomach,0
2017,Los Angeles,Pacifica Hospital of the Valley,Breast,0
2017,Los Angeles,Pacifica Hospital of the Valley,Colon,0
2017,Los Angeles,Palmdale Regional Medical Center,Brain,0
2017,Los Angeles,Palmdale Regional Medical Center,Breast,0
2017,Los Angeles,Palmdale Regional Medical Center,Colon,0
2017,Los Angeles,Palmdale Regional Medical Center,Liver,0
2017,Los Angeles,Palmdale Regional Medical Center,Lung,0
2017,Los Angeles,Palmdale Regional Medical Center,Prostate,0
2017,Los Angeles,Palmdale Regional Medical Center,Rectum,0
2017,Los Angeles,PIH Hospital - Downey,Bladder,0
2017,Los Angeles,PIH Hospital - Downey,Brain,0
2017,Los Angeles,PIH Hospital - Downey,Breast,0
2017,Los Angeles,PIH Hospital - Downey,Colon,0
2017,Los Angeles,PIH Hospital - Downey,Lung,0
2017,Los Angeles,PIH Hospital - Downey,Prostate,0
2017,Los Angeles,PIH Hospital - Downey,Rectum,0
2017,Los Angeles,PIH Hospital - Downey,Stomach,0
2017,Los Angeles,Pomona Valley Hospital Medical Center,Brain,0
2017,Los Angeles,Pomona Valley Hospital Medical Center,Breast,0
2017,Los Angeles,Pomona Valley Hospital Medical Center,Colon,0
2017,Los Angeles,Pomona Valley Hospital Medical Center,Liver,0
2017,Los Angeles,Pomona Valley Hospital Medical Center,Lung,0
2017,Los Angeles,Pomona Valley Hospital Medical Center,Pancreas,0
2017,Los Angeles,Pomona Valley Hospital Medical Center,Prostate,0
2017,Los Angeles,Pomona Valley Hospital Medical Center,Rectum,0
2017,Los Angeles,Pomona Valley Hospital Medical Center,Stomach,0
2017,Los Angeles,Presbyterian Intercommunity Hospital,Bladder,0
2017,Los Angeles,Presbyterian Intercommunity Hospital,Brain,0
2017,Los Angeles,Presbyterian Intercommunity Hospital,Breast,0
2017,Los Angeles,Presbyterian Intercommunity Hospital,Colon,0
2017,Los Angeles,Presbyterian Intercommunity Hospital,Esophagus,0
2017,Los Angeles,Presbyterian Intercommunity Hospital,Liver,0
2017,Los Angeles,Presbyterian Intercommunity Hospital,Lung,0
2017,Los Angeles,Presbyterian Intercommunity Hospital,Pancreas,0
2017,Los Angeles,Presbyterian Intercommunity Hospital,Prostate,0
2017,Los Angeles,Presbyterian Intercommunity Hospital,Rectum,0
2017,Los Angeles,Presbyterian Intercommunity Hospital,Stomach,0
2017,Los Angeles,Promise Hospital of East Los Angeles - East Los Angeles Campus,Breast,0
2017,Los Angeles,Promise Hospital of East Los Angeles - East Los Angeles Campus,Colon,0
2017,Los Angeles,Providence Holy Cross Medical Center,Bladder,0
2017,Los Angeles,Providence Holy Cross Medical Center,Brain,0
2017,Los Angeles,Providence Holy Cross Medical Center,Breast,0
2017,Los Angeles,Providence Holy Cross Medical Center,Colon,0
2017,Los Angeles,Providence Holy Cross Medical Center,Esophagus,0
2017,Los Angeles,Providence Holy Cross Medical Center,Liver,0
2017,Los Angeles,Providence Holy Cross Medical Center,Lung,0
2017,Los Angeles,Providence Holy Cross Medical Center,Pancreas,0
2017,Los Angeles,Providence Holy Cross Medical Center,Prostate,0
2017,Los Angeles,Providence Holy Cross Medical Center,Rectum,0
